,Jobs,Companies,Locations,Salaries,Summaries,Link_Page
1398,BI analyst,Charterhouse-AU,New South Wales,Nothing Found,"This globally recognised healthcare company is currently at the forefront of their market and have continued to grow from strength to strength. With the recent expansion of several offices overseas as well as an increase in headcount, the need for a skilled business intelligence analyst has emerged to join their highly qualified and professional team. In this role you will play a pivotal part in providing guidance on the potential business value and complexity of development works to the business in order to assist in prioritising the demands of multiple stakeholders. Responsibilities will include: Specifies and applies appropriate analytical techniques to create information which supports business decision-making. Formats and communicates results, using textual, numeric, graphical and other visualisation methods appropriate to the target audience using appropriate tools Maintains an in-depth knowledge of Tableau and the Microsoft B.I. stack, and provides expert advice regarding their application. Can supervise specialist consultancy Contributes to selection of the most appropriate means of representing business requirements in the context of Business Intelligence, ensuring traceability back to source. Discovers and analyses requirements for fitness for purpose as well as adherence to business objectives and consistency, challenging positively as appropriate. Obtains formal agreement by stakeholders and recipients to scope and requirements and establishes a base-line on which delivery of a solution can commence. Manages requests for and the application of changes to base-lined requirements Investigates corporate data requirements, and applies data analysis, data modelling and quality assurance techniques, to establish, modify or maintain data structures and their associated components (entity descriptions, relationship descriptions, attribute definitions). Provides advice and guidance to database designers and others using the data structures and associated components Plans and schedules the delivery of learning activities, based on learning objectives. Manages the delivery of programmes of learning. Customises formal and informal learning activities, incorporating relevant business scenarios and case studies. Designs appropriate environments, and delivers learning activities to specialist audiences. Advises/coaches others in learning delivery techniques and options To be successful for this position you will need to display: Proficient with Microsoft business intelligence suite (2008-2014), Tableau Desktop and Server (9-10); Experience analysing, designing and developing Business Intelligence solutions; Demonstrates excellent communication/interpersonal skills with a consultative acumen; Work with Project Management and Data Warehouse teams to translate requirements into project scope, and deliver on scope; a well-defined Python experience is a plus. If you have the above experience and want to join a fun, fast paced passionate team please forward your resume to julians@charterhouse.com.au or call me on 9641 2453. 30+ days ago - save job - original job View or apply to job Bi Analyst jobs in New South Wales Jobs at Charterhouse-AU in New South Wales",https://au.indeed.com/viewjob?jk=a9c0de0fa4b28a1f&from=tp-serp&tk=1c3d1qi0e81sv8fq
1399,Merchandise Analyst,Hays,Melbourne VIC,Nothing Found,"Your new company This well-established ASX listed business are an iconic Australian brand and a market leader in their sector. Your new role In this six month fixed term contract, you’ll utilize your high level analytical and problem solving skills to improve business processes. After developing an understanding of the existing electronic data interchange process, you’ll review and identify opportunities for improvement. Utilising your process improvement and change management skills, you’ll design new solutions and draw upon your stakeholder management skills to communicate new ideas throughout the business. What you'll need to succeed Experience in a similar role within a large corporate will ensure you quickly adapt to this busy, high performing environment. A confident communicator, you’ll collaborate with key business stakeholders to identify, improve and introduce new business processes. You are familiar with accounting and electronic data interchange processes and ideally will be able to demonstrate experience in: Process mapping Process change management Presenting ideas to stakeholders and running interactive workshops High level solution design or conceptual design What you'll get in return Immerse yourself in a high-performing culture and drive your career forward by aligning yourself with a leading national brand. You’ll be offered a long term contract with a competitive rate. What you need to do now If you are interested in this role please submit your resume, or call Alex at Hays in Glen Waverley on 03 8562 4250. 30+ days ago - save job - original job View or apply to job Other jobs you may like Merchandise Planner Breakaway Apparel Pty Ltd - Melbourne VIC 7 days ago Merchandise Planning Roles - Melbourne VIC Fashion First - 5 days ago Merchandise Planner The PAS Group - Melbourne VIC 6 days ago Merchandise Allocator Fusion Retail Brands - Melbourne VIC 5 days ago Merchandise Allocator Fusion - Melbourne VIC fusion - 6 days ago Merchandise Analyst jobs in Melbourne VIC Jobs at Hays in Melbourne VIC",https://au.indeed.com/viewjob?jk=e443de5243b36b75&from=tp-serp&tk=1c3d1qi0e81sv8fq
1400,Data Migration Analyst,PCA People,Canberra ACT,Nothing Found,"You will have demonstrated experience in research and reporting, data management and analysis, and an ability to develop programs, strategies and procedures related to work area. Duties include but are not limited to: Develop, maintain, administer and coordinate the use of appropriate database and business systems to meet business unit needs and requirements Extract data from a legacy system and the new system to cross reference information i.e. Travel and expense, billings, financial ledges into a new cost point system Undertake research projects and tasks Data validation and reconciliation experience Ensure compliance with policies, procedures, systems and processes Produce reports, documents and statistics in accordance with established standards and systems, as directed Undertake other relevant duties and project management initiatives as required Requirements: Relevant qualifications or substantial work experience Advanced Excel Skills for Data Analysis including VLookup & Pivot Tables An understanding of the resource recovery and waste industry and Financial accounting background is advantageous Please apply today with your current MS Word resume by following the 'apply now' links on this webpage. A dedicated consultant will be in touch to discuss your application further. Please call Andrea Killebrew on 02 6162 7311 quoting reference #69024 for further information. By submitting an application you agree to our Privacy and Information Collection Policy located at www.dfp.com.au 20 days ago - save job - original job View or apply to job Other jobs you may like Data Migration Analyst DFP Recruitment Services - Canberra ACT 20 days ago Data Analyst - APS5-APS6 6 Month Contract On Q Recruitment - Canberra ACT 1 day ago APS6 Data Analyst Hays - Canberra ACT 5 days ago Data_Specialist Peoplebank - Canberra ACT 7 days ago Data Migration Analyst jobs in Canberra ACT Jobs at PCA People in Canberra ACT",https://au.indeed.com/viewjob?jk=4e905dfc52890772&from=tp-serp&tk=1c3d1qi0e81sv8fq
1401,Data Migration Analyst,DFP Recruitment Services,Canberra ACT,Nothing Found,"You will have demonstrated experience in research and reporting, data management and analysis, and an ability to develop programs, strategies and procedures related to work area. Duties include but are not limited to: Develop, maintain, administer and coordinate the use of appropriate database and business systems to meet business unit needs and requirements Extract data from a legacy system and the new system to cross reference information i.e. Travel and expense, billings, financial ledges into a new cost point system Undertake research projects and tasks Data validation and reconciliation experience Ensure compliance with policies, procedures, systems and processes Produce reports, documents and statistics in accordance with established standards and systems, as directed Undertake other relevant duties and project management initiatives as required Requirements: Relevant qualifications or substantial work experience Advanced Excel Skills for Data Analysis including VLookup & Pivot Tables An understanding of the resource recovery and waste industry and Financial accounting background is advantageous Please 20 days ago - save job - original job View or apply to job Other jobs you may like Data Migration Analyst PCA People - Canberra ACT 20 days ago Data Analyst SAS SQL Hays - Canberra ACT 21 days ago Data Analyst - APS5-APS6 6 Month Contract On Q Recruitment - Canberra ACT 1 day ago APS6 Data Analyst Hays - Canberra ACT 5 days ago Data Migration Analyst jobs in Canberra ACT Jobs at DFP Recruitment Services in Canberra ACT",https://au.indeed.com/viewjob?jk=fcd29bbf02bcae3c&from=tp-serp&tk=1c3d1qi0e81sv8fq
1402,Media Analyst,Mitch & Partners,Sydney NSW,Nothing Found,"Our client is looking for a Media Analyst to join their team in Sydney. You will be joining one of the largest media agency networks, globally, and have all the opportunities to learn and grow in the role and be exposed to exciting bits of business. The successful candidate will have a minimum of 1-2 years media agency experience (pre-requisite). You will be tasked with the collection, management, analysis and visualisation of data from a wide variety of sources, including online and offline media. In essence you will be a gun at “Excel automation”. Technical Pre-requisites for the role: • Excellent Microsoft Excel • Excellent Tableau Key Responsibilities: • Collect and manage data from various sources • Design, build and maintain client marketing dashboards • Carry out post analysis and align findings with campaigns objectives • Monitor active campaigns, track performance and recommend opportunities to improve where appropriate If you fulfil the above criteria please apply with your CV. Please note only short-listed candidates will be contacted. 30+ days ago - save job - original job » Apply Now Indeed will send your application to ronny@mitchandpartners.com.au. Please review all application instructions before applying to Mitch & Partners. Apply Now Other jobs you may like Campaign Innovation / Insights Analyst Correlate Resources - Sydney NSW 11 days ago Web Analyst Michael Page - Sydney NSW Michael Page AU - 12 days ago Ikon | Digital Analyst Ikon - Sydney NSW IKON - 30+ days ago Campaign Analyst Datarati - Sydney NSW 30+ days ago Media Analyst Publicis Media - Sydney NSW 30+ days ago Easily apply to this job",https://au.indeed.com/viewjob?jk=fe59483a80e585da&from=tp-serp&tk=1c3d1qi0e81sv8fq
1403,Data Fulfillment Analyst,Equifax,Sydney NSW,Nothing Found,"Equifax powers the financial future of individuals and organisations around the world. Using the combined strength of unique trusted data, technology and innovative analytics, Equifax has grown from a consumer credit company into a leading provider of insights and knowledge that helps its customers make informed decisions. The company organises, assimilates and analyses data on more than 820 million consumers and more than 91 million businesses worldwide, and its database includes employee data contributed from more than 6,600 employers. Data Fulfilment Analysts use their data manipulation skills and attention to detail in the delivery of offline products and services, predominately supporting consumer risk, commercial risk and marketing services areas. The role will require working on multiple projects at the same time, and the ability to work independently to deliver quality work. In the Fulfilment team, this would entail stakeholder management, liaising with clients, providing regular progress updates to the Lead Analyst and QC Analyst, and responsibility for quality and on time delivery. The Data Fulfilment Analyst will be engaged to perform QC and mentor/train junior analysts. Day to day requirements of this role will include: Extract and manipulate information from internal databases in order to satisfy client requirements, delivering quality output in agreed timeframe Write and understand SQL queries to facilitate data extraction and manipulation. Possible use of additional visualisation software packages, such as Tableau. Process and analyse large volumes of data generally in the fields of Marketing lists or Credit Reporting batch products and services Quality checks own and other analyst's output, to ensure error-free delivery of information and reports to clients. Pre-process client data for matching/de duplication/appending purposes The required skills are: Experience in a data operations / database marketing / risk analysis environment or solutions delivery SQL language experience. ETL Experience Demonstrates technical competence and business acumen. Proficient SQL skills Proficient in most Microsoft Office Applications (Word, Excel and PowerPoint) Desired skills: Experience in Tableau, Access, VBA, SSIS, Python Experience with campaign management platforms (e.g. Adobe) Experience working with marketing data or within a development environment Database management and manipulation experience Prior experience in standardization and automation of processes. Client facing experience Why apply for this role and join Equifax? Opportunity to work in a fast paced environment Extensive career progression opportunities available within a global company This really is a great opportunity to join an industry leader not only in the local market but the global market. If you feel you have the required competencies to fulfil our needs we invite you to apply. Primary Location: AUS-Sydney-90-Arthur Function: Function - Fulfillment / Operations Schedule: Full time 18 hours ago - save job - original job View or apply to job Other jobs you may like Operational Data Analyst HCM Australia - Sydney NSW 2 hours ago Data Analyst - Reporting Morgan McKinley - Sydney Central Business District NSW 5 hours ago Financial Data Analyst for Bella Vista Robert Half Australia - Sydney NSW 1 day ago CRM Salesforce/Data Analyst FutureYou - Sydney NSW FutureYou Executive Recruitment - 22 hours ago Data Analyst - Consumer Retail The Acquire Group - Sydney NSW 1 day ago Data Fulfillment Analyst jobs in Sydney NSW Jobs at Equifax in Sydney NSW",https://au.indeed.com/viewjob?jk=bab65e4b2d53b57d&from=tp-serp&tk=1c3d1qi0e81sv8fq
1404,Senior Research Analyst - Industrials (Mid/Small Caps),Fulsearch,Sydney NSW,"$200,000 - $250,000 a year","You will be working for one of Australia's leading sell side equities houses, focussing on emerging companies. Senior Research Analyst - Industrials (Mid/ Small Caps) Your role You'll be responsible for maintaining all stock and industry models, writing research, dealing with corporate relationships and interacting with internal and external clients. The environment is challenging and demanding, but exciting and dynamic in one of Australia's leading sell side equities and research business. You'll also: maintain an in-depth knowledge of key companies and their sectors prepare research analysis reports and advise on investment ideas as well as write thematic sector pieces develop and maintain regular communication with company management teams, clients and our internal sales teams engage in financial modelling, forecasting and financial statement analysis participate in client marketing activities Your experience and skills You have: 5+ years' experience in Equity Research, major accounting firm, or a finance/strategy role in the Industrials sector, ideally Mid/Small Caps (including: aerospace and defence, industrial machinery, tools, lumber production, construction, waste management, manufactured housing, cement and metal fabrication.) Proven ability to critically review and analyse industry data You are: highly analytical, organized and able to multitask under tight time frames an excellent communicator, able to present recommendations and investment decisions persuasively competent in financial modelling, investment research, analysis and evaluation ideally possessing industry experience in Mid/Small Cap Industrials For a confidential discussion please email james@fulsearch.com or call direct on 0420562280. efinancialcareers AU - 2 days ago - save job - original job View or apply to job Other jobs you may like Senior Research Analyst MCS Consulting - Sydney NSW 8 hours ago Senior Research Analyst | Quantitative and Qu... CCInternational Recruitment - Sydney NSW 30+ days ago Easily apply to this job Senior Research Analyst jobs in Sydney NSW Jobs at Fulsearch in Sydney NSW",https://au.indeed.com/viewjob?jk=6b00299f69f93713&from=tp-serp&tk=1c3d1qi0e81sv8fq
1405,Data Analyst,people2people,Sydney Western Suburbs NSW,Nothing Found,"The Brand This leading brand with a global foot print takes the lead in electronics and telecommunications, inspiring the world with innovative products every day. Based near Sydney Olympic Park, the head office is nestled amongst buzzing cafes, with convenient parking and public transport options. The Role An ongoing opportunity has come up for an experienced Data Analyst to support the Cost/Return team of the business' Commercial unit. You will be reporting to Senior Management to provide a high level of SVC cost/return analysis and supporting the team to ensure achievement of objectives. Responsibilities: Support SVC Cost/Return team members job performance and delegate tasks Evaluate cost/return reduction value for each activities and update results to management Report return trend by product division, geographic location and customer account on a weekly, monthly, quarterly basis. Conducting regular reviews of current return processes/business activities/procedures Audit/monitor return claims are processed according to company policies Calculate ROI for current/future Cost/Return reduction activities Ad-Hoc task for senior management as required Requirements: Relevant tertiary qualifications Experience in data analysis & reporting Advanced SAP/GERP knowledge Proficient in MS Office applications Excellent communications Ability to work well under pressure Apply now to be considered for this next step in your career! 4 days ago - save job - original job View or apply to job Other jobs you may like Data Planner (Technical Business Analyst) Foxtel - North Ryde NSW FOXTEL - 1 day ago IT Business Analyst people2people - Sydney Western Suburbs NSW 5 days ago Data Analyst Peoplebank - Sydney Central Business District NSW 1 day ago Data Governance Analyst (12 month contract) Foxtel - North Ryde NSW FOXTEL - 4 days ago Data Analyst - Not-For-Profit Organisation Michael Page - Parramatta NSW Michael Page AU - 30+ days ago Data Analyst jobs in Sydney Western Suburbs NSW",https://au.indeed.com/viewjob?jk=681f555955d3987c&from=tp-serp&tk=1c3d1qi0e81sv8fq
1406,Reporting Analyst -Parramatta-12 month Contract,ignite,Sydney NSW,$50 - $55 an hour,"I am looking for a Reporting Analayst to join a Large Telco Organisation in Parramatta on a 12 month + daily rate contract. Job Details: Responsible for generation of reports and providind analysis of results SQL Programming VBA Qlikview MS Office - Excel/ Powerpoint Strong Stakeholder Manaagement skills Experience with Data / Process Analysis If you feel you have the credentials to thrive in this thrive in this role, please don't hesitate to apply. 30+ days ago - save job - original job » Apply Now Indeed will send your application to alex.m.a4lkaj5j3wv9@igniteservices.aptrack.co.uk. Please review all application instructions before applying to ignite. Apply Now Other jobs you may like Reporting Process/ Business Analyst Ethos BeathChapman - Sydney NSW 21 days ago Reporting Analyst -Parramatta-12 month Contra... Ignite Specialist Recruitment Services - Sydney NSW 30+ days ago Reporting Analyst Programmed Professionals - Sydney NSW Programmed - 21 days ago Financial Reporting Analyst FutureYou - Sydney NSW FutureYou Executive Recruitment - 22 hours ago Data/ Report Analyst Michael Page - Sydney NSW Michael Page AU - 12 days ago",https://au.indeed.com/viewjob?jk=1a20c73bc14bcbd1&from=tp-serp&tk=1c3d1r6tu820vfk8
1407,Business Analyst - Sydney - Wealth Team,Macquarie Group Limited,Sydney NSW,Nothing Found,"We are looking for a Business Analyst to join our Wealth Agile Release Train. This role is a great opportunity for someone with the desire to share their financial services, platform products expertise to work in the Wealth Data team with a focus on Product Compliance. Day to day you will be working to understanding and support the needs of the Wealth platform. Your proven ability to date working in a fast paced agile environment will be key to your success. You will own features from inception through to delivery and be the contact point across multiple stakeholder groups as well as: working closely with the Product Owner to ensure features and stories are refined liaise with the Scrum Master to continuously improve delivery and manage own workload write user stories and validate definitions of ready and done define and contribute to acceptance criteria of user stories walkthrough of user stories to the scrum team to provide clarity on requirements provide stakeholder demonstrations as part of sprint reviews participate in testing, providing guidance to the scrum team on user behaviour to drive development focus on quality engineering including the automation of regression testing use analysis skills to identify issues and define viable solutions to avoid operational impacts We are looking for a Business Analyst who has worked in the finance Industry with a good understanding of regulatory commitments. In addition you will also have: strong analytical skills with the ability to define efficient solutions based on input from stakeholders evidence of translating high level requirements into user stories that can be delivered within sprints, including the ability to split user stories into smaller stories of value strong communication skills, working with people of either business or technical backgrounds ability to articulate personal capacity in sprint planning, calling out blockers and delivering to expectations knowledge of Database querying (SQL) and Excel to drive analysis of data capabilities knowledge of regulatory reporting on a wealth platform, specifically with client statements and regulatory data reporting. previous experience working with distributed teams Banking and Financial Services Group (BFS) comprises our retail banking and financial services businesses, providing a diverse range of personal banking, wealth management and business banking products and services to retail customers, advisers, brokers and business clients. BFS operates predominantly in Australia and is organised into three business divisions: Personal Banking, Wealth Management and Business Banking. Find out more about this role by calling Lucy Glover on 02 8232 7742 or visit Macquarie careers at www.macquarie.com/careers Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team. 30+ days ago - Save Job - Original Job View or apply to job Other Jobs You May Like Business Analyst HCF - Sydney Central Business District NSW 2 hours ago Infrastructure Business Analyst Continuum Recruitment - Sydney NSW 6 hours ago Business Analyst Chandler Macleod - Sydney NSW 3 hours ago TM1 Business Analyst/Solution Designer FutureYou - Sydney NSW FutureYou Executive Recruitment - 1 day ago Development Engineer,Business Analyst, Tester SoftLabs Pty Ltd - Sydney NSW 16 hours ago Easily apply to this job Business Analyst jobs in Sydney NSW Jobs at Macquarie Group in Sydney NSW",https://au.indeed.com/viewjob?jk=15b96bb3b676bd68&from=tp-serp&tk=1c3d1r6tu820vfk8
1408,"Manager, STC Optimisation",IAG,Sydney NSW,Nothing Found,"#CLOSER #BRAVER #FASTER The Role The Short Tail Claims (STC) Optimisation Manager position provides a unique contribution with a blend Financial & Business acumen to identify business improvement opportunities. In this role, you will be a subject matter expert, supported by an analyst, to build scenario models and perform deep dive analysis into operational performance to identify critical insights. Key Responsibilities Establish metrics for assessing & benchmarking performance Provide on-going tracking & analysis of performance across a range of financial metrics and provide recommendations to STC Senior leadership team Develop models to understand impact of customer performance & support trade-off decisions across STC. Develop the STC initiatives budget and the associated business case Drive benefit tracking of strategic initiatives and budgeted TCE and claims cost objectives Use current measurement and performance of cost and value of transaction data to set realistic baseline measurements across different operating models Share relevant reporting with colleagues in Short Tail Claims to better identify and understand trends in claims cost, transaction costs and transaction value. Demonstrate Closer, Braver, Faster and live by the values of our spirit. Skills & Experience 8 years' experience with highly developed analytical and problem-solving skills demonstrating thought leadership and creativity. Sound negotiation and influencing skills Outstanding ability to work with all levels of leadership across multiple businesses to effectively manage change. Outstanding communication and interpersonal skills (both written and verbal) to influence across the business. Excellent PC skills, including advanced knowledge of Microsoft Excel, PowerPoint, Word, Access and Project Experience in understanding performance of partner & offshore operations About Us At IAG, we believe that everyone has a unique point of view to share, shaped by their life experiences, cultures & passions. We celebrate and commit to: #Proud to be me – we value difference, not sameness #Together – harnessing our collective wisdom enables us to be our best for our customers & each other #No boxes – it's not about labels, boxes or categories. It's about building a diverse and inclusive mindset into everything we do IAG is the largest general insurance group in Australia and New Zealand. IAG owns some of the region's most trusted brands, including NRMA Insurance, CGU, SGIO, SGIC, WFI and Swann Insurance. Let's Talk Start your career journey with us and click ‘Apply'! In addition to a diverse and inclusive culture, some of our benefits include 13% superannuation, 50% insurance discounts, flexible work and leave options, generous parental leave and return to work program, recognition and reward program, and various corporate partner discounts. We encourage Aboriginal and Torres Strait Islanders to apply for this position. 4 days ago - save job - original job » Apply Now Please review all application instructions before applying to IAG. Apply Now Other jobs you may like Deployment Manager nbn™ - Sydney NSW 23 hours ago Digital Optimisation Manager Bluefin Resources - Sydney NSW 20 days ago Digital Optimisation Manager Michael Page - Sydney NSW Michael Page AU - 19 days ago Digital Optimisation Manager Aston Carter - Sydney Central Business District NSW 30+ days ago",https://au.indeed.com/viewjob?jk=b01427c5c70e670e&from=tp-serp&tk=1c3d1r6tu820vfk8
1409,GIS Specialist,Kimberley Land Council,Broome WA,"$67,600 - $81,200 a year","ID: 10335132 Salary etc: Base salary $67,600 - $81,200 p.a. + significant benefits Background: The Kimberley Land Council Aboriginal Corporation (KLC) is an association of Aboriginal people in the Kimberley region. It is a peak regional community organisation. The KLC was established in 1978 by Aboriginal people to work for the protection of traditional land and waters and is charged with the responsibility to protect, enhance and gain formal status (legal, social and political) for the customs, laws and traditions of Kimberley Traditional Owners. About the Role: An exciting opportunity exists with our Corporate Services team in Broome as a GIS Analyst for an initial 24 month period, with likely extension. While the GIS Analyst will be a core member of the Corporate Services Team, they will need to consult with a cross functional team, including traditional land owners, anthropologists, IT, legal and environment staff to provide innovative delivery of spatial information products and services to both internal and external users. Key Responsibilities: Manage the enterprise GIS and continue to improve systems by understanding business requirements; Contribute innovative thinking to GIS and broader information management activities; Conduct regular training in the Web GIS and Desktop environment; Advise on GIS data acquisition and management; effective visualisation and efficient workflows for the GIS solutions; Provide strategic, policy and technical advice to key stakeholders; Develop sustainable processes for the future development and maintenance of the GIS solutions; Liaise, negotiate and effectively communicate, with stakeholders, service and data providers; Provide customised GIS environment to enable staff with varying levels of skills to use the technology to capture and manipulate data, preferably in a SharePoint environment; & Continue to build staff capabilities in GIS and promote a self-service model. Please address the selection criteria in your application: Possess tertiary qualifications in GIS or related field; 4 or more years working in a GIS analyst/developer role; Proven experience with corporate/enterprise information systems, including integrated GIS hardware, software, data standards, data sharing, security, maintenance, creation, prioritisation of data layers and user training; Strong technical skills with ESRI ArcGIS products, including ArcGIS server; High level skills in GIS data capture and the interpretation of captured and acquired data into meaningful data sets; Demonstrated ability to think creatively, balanced with attention to detail for data management and quality control; Strong organisational and communication skills; Demonstrated interpersonal skills and the ability manage effective relationships with customers, stakeholders and colleagues; Strong analytical and problem solving skills; Preparedness to travel in the course of work, including by air; and Possess a current ‘C’ class Drivers Licence. Desirable: Programming ability to automate workflows; Knowledge of GIS integration into a SharePoint environment; Remote sensing – vegetation analysis; and An understanding of Native Title and related issues. Indigenous candidates are encouraged to apply. Salary and Benefits : Level 6.0 – 6.4 An attractive salary package (base salary between $67,600 to $81,200) with significant benefits including 5 weeks annual leave, relocation allowance, leave loading, district allowance, rental subsidy, air conditioning subsidy, an annual airfare (subject to qualifying period) and the option to salary sacrifice up to $15,889 per annum will be offered to the successful candidates. How to Apply: To be considered you will need to send in a copy of your resume, cover letter and addressed selection criteria. Further details on how to apply can be found on our website: http://www.klc.org.au/work-with-us Applications close Monday, 15 January 2018. We reserve the right to commence recruitment proceedings immediately and to close this advertisement early should a candidate be located. Date published: 18 Dec 2017 Closing date: 15 Jan 2018 NRMjobs - 21 days ago - save job - original job View or apply to job Other jobs you may like Geospatial Modeller CSIRO - Hobart TAS 7 days ago Mapping Analyst Department of Economic Development, Jobs, Transport and Resources - Melbourne VIC Victorian Government - 7 days ago GIS Analyst Jacobs - Canberra ACT 30+ days ago GIS Specialist jobs in Broome WA Jobs at Kimberley Land Council in Broome WA",https://au.indeed.com/viewjob?jk=37386a10c4e53107&from=tp-serp&tk=1c3d1r6tu820vfk8
1410,Workpack Engineer (Nest Packs),Austal,Perth WA,Nothing Found,"Due to our continued growth and success, Austal has a newly created vacancy for a Nest Pack Planner to join our friendly and highly skilled Production Control team on a full time, permanent basis. The Nest Pack Planner is responsible for ensuring cut parts are accurately aligned to the production schedule, such that the right material is available at the right time. The Nest Pack Planner engages with internal cutting departments as well as external sub-suppliers to coordinate the scope of work and the in-yard delivery times to ensure that the production schedule can be adhered to. Core duties include: Ensuring Nest Packages have right material aligned to them, gathering the relevant material take-off data, and maintaining pack control as required Establishing and maintaining material estimating parametrics that allow the setting of material requirements Collaborating with other departments including Supply Chain and Production, to identify and manage risks and opportunities, and to ensure a positive service delivery to the Austal business To be suitable for this role, candidates should have: A minimum of two years of experience in a planning role Shipbuilding experience is desirable, but experience in a complex manufacturing or construction environment will also be considered Proficiency with AutoCAD is essential Exposure to Nesting software is desirable, as is experience of Primavera P6 or other project management tools A technical trade, e.g. Fabrication, Machining, or a Cert IV in Mechanical Engineering will be helpful We are looking for someone who has real strengths in organising and coordinating numerous tasks in parallel. Candidates should have a genuine interest in understanding the scope of work, and in material planning across multiple projects. As our Production Control team continues to manage change and process improvement, the successful applicant will have the opportunity to work with the Systems Analysts to influence that process. If you are passionate about what you do, and if taking ownership of a newly created role at Austal is your ideal next step in your career then our recruitment team look forward to receiving your application. 21 days ago - save job - original job View or apply to job Other jobs you may like Relationship Manager Robert Walters - Perth WA 5 days ago Fitter Machinist - Perth Site Based Sure People Solutions - Perth WA 30+ days ago CNC Machinist Bluechip CNC Machining - Henderson WA 30+ days ago Easily apply to this job CNC Machinist Prime Recruitment - Kwinana WA 30+ days ago Easily apply to this job Mechanical Engineer | Mining Tecside Personnel - Perth WA 17 days ago Workpack Engineer jobs in Perth WA Jobs at Austal in Perth WA",https://au.indeed.com/viewjob?jk=f1322d816f625ab2&from=tp-serp&tk=1c3d1r6tu820vfk8
1411,SharePoint Analyst,Michael Page,Melbourne VIC,Nothing Found,"Experience with a large Multinational Corporation Immediate start About Our Client Australian based Multinational Corporation based in Melbourne looking for a SharePoint Analyst. Job Description The successful applicant will be responsible for: Providing advice on deployment and operation of SharePoint Online systems to support business Perform accurate and complete documentation Ensuring the capabilities that the platform offers can be leveraged effectively Suggesting improvements to optimise usage of SharePoint Online The Successful Applicant The successful applicant will ideally possess the following: Must have experience with SharePoint- ideally SharePoint Online Experience with File Server data Experience with migrations in File Share, SharePoint Online, Personal Drive and One Drive Knowledge of Geo-located data Experience as a support specialist or analyst Outstanding written and verbal communication skills What's on Offer Experience with a large Multinational Corporation Inner city location Immediate start 3 month temporary contract Contact: Anita Schmidt Quote job ref: 107402873 +61 3 9607 5626 Save Job Apply Australian based Multinational Corporation based in Melbourne looking for a SharePoint Analyst. Job Description The successful applicant will be responsible for: Providing advice on deployment and operation of SharePoint Online systems to support business Perform accurate and complete documentation Ensuring the capabilities that the platform offers can be leveraged effectively Suggesting improvements to optimise usage of SharePoint Online The Successful Applicant The successful applicant will ideally possess the following: Must have experience with SharePoint- ideally SharePoint Online Experience with File Server data Experience with migrations in File Share, SharePoint Online, Personal Drive and One Drive Knowledge of Geo-located data Experience as a support specialist or analyst Outstanding written and verbal communication skills What's on Offer Experience with a large Multinational Corporation Inner city location Immediate start 3 month temporary contract "", ""hiringOrganization"" : { ""@type"" : ""Organization"", ""name"" : ""Michael Page"" }, ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Inner Suburbs Melbourne"", ""addressRegion"" : ""Australia"" } } } Function: Information Technology Specialisation: Applications Support Industry: Industrial / Manufacturing Location: Inner Suburbs Melbourne Contract Type: Temporary Consultant name: Anita Schmidt Consultant phone: +61 3 9607 5626 Michael Page AU - 30+ days ago - save job - original job View or apply to job Other jobs you may like Operational Analyst TEKsystems - Melbourne City Centre VIC TEKSystems - 19 days ago technology analyst Randstad - Melbourne City Centre VIC 29 days ago Operations Analyst - Class Actions FourQuarters - Melbourne VIC 30+ days ago Application Support Analyst Michael Page - Melbourne VIC Michael Page AU - 30+ days ago Claims In-house Litigation AIG - Melbourne VIC 30+ days ago Sharepoint Analyst jobs in Melbourne VIC Jobs at Michael Page in Melbourne VIC",https://au.indeed.com/viewjob?jk=69dbc20e3bbd9373&from=tp-serp&tk=1c3d1r6tu820vfk8
