,Jobs,Companies,Locations,Salaries,Summaries,Link_Page
663,Junior Project Manager / Business Analyst,GreySpark,Sydney NSW,Nothing Found,"The Company: GreySpark Partners is a London based business, management and technology consultancy specialising in Payments, Fintech and Capital Markets. The APAC-Sydney/Hong Kong based Consulting practice has a very dynamic team culture and ambition, which is to deliver the best outcome and solution to the end client. We work with all financial institutions including FinTech, investment banks, broker-dealers, hedge funds and asset management firms to deliver solutions that work across all asset classes, with a particular focus on risk management and electronic trading. Capabilities: Research and Strategy Business Consultancy Management Consultancy Technology Consultancy Requirements: The successful junior project manager / business analyst will be a competent and highly regarded individual who has experience analysing requirements in a range of scenarios for Capital Markets clients. You will have the following experience: Proven experience in business and functional requirements gathering Experience of business case development Excellent data-handling experience including, but not limited to, advanced Excel, SQL and XML (desirable) Experience of the full software development lifecycle, with experience in testing Excellent communication skills both written and oral Good business knowledge in one or more of the following areas: Payments, Settlement, Cash Equities; Futures and Options; Fixed Income, Derivatives; Credit and Rates Products or Structured Products. Good knowledge of the front to back processing required in Payments institutions Experience of working in a team and aiding developers to produce a quality product. You will be prepared to work on the client’s site and work on a variety of projects of varying scale for that client. In addition to project work, the role may include the following: Technology consulting Qualifications: Bachelors degree in Information Technology, Computer Science or equivalent subject (Desirable) Skills Client-facing consulting experience Excellent verbal and written communications skills People management, motivational and leadership skills What we are looking for in you: Entrepreneurial spirit, personal and professional integrity and a desire to relentlessly strive to obtain excellence A team player with good interpersonal and communications skills High attention to detail and exceptional technical knowledge. What we offer: A challenging and varied role in an entrepreneurial firm The ability to grow and attain levels of seniority within a growing company An above average salary with a generous bonus package The chance to join a fun, energetic and dynamic global team of people. If you are interested, please email your CV and a covering letter to our HR Department at [email protected] Australian FinTech - 20 days ago - save job - original job View or apply to job Other jobs you may like Technical Program Manager, Corporate Engineer... Google - Sydney NSW 18 days ago Technical Specialist, Google Technical Servic... Google - Sydney NSW 18 days ago Cloud Support Engineer - Big Data Amazon.com - Sydney NSW 25 days ago Technical Program Manager Amazon.com - Sydney NSW 19 days ago Digital Marketer Bellroy - Melbourne VIC Scout - 6 days ago Junior Project Manager jobs in Sydney NSW Jobs at GreySpark in Sydney NSW",https://au.indeed.com/viewjob?jk=f928fb9f458886bb&from=tp-serp&tk=1c3d50p1580onaqj
664,Senior Research Analyst - Industrials (Mid/Small Caps),Fulsearch,Sydney NSW,"$200,000 - $250,000 a year","You will be working for one of Australia's leading sell side equities houses, focussing on emerging companies. Senior Research Analyst - Industrials (Mid/ Small Caps) Your role You'll be responsible for maintaining all stock and industry models, writing research, dealing with corporate relationships and interacting with internal and external clients. The environment is challenging and demanding, but exciting and dynamic in one of Australia's leading sell side equities and research business. You'll also: maintain an in-depth knowledge of key companies and their sectors prepare research analysis reports and advise on investment ideas as well as write thematic sector pieces develop and maintain regular communication with company management teams, clients and our internal sales teams engage in financial modelling, forecasting and financial statement analysis participate in client marketing activities Your experience and skills You have: 5+ years' experience in Equity Research, major accounting firm, or a finance/strategy role in the Industrials sector, ideally Mid/Small Caps (including: aerospace and defence, industrial machinery, tools, lumber production, construction, waste management, manufactured housing, cement and metal fabrication.) Proven ability to critically review and analyse industry data You are: highly analytical, organized and able to multitask under tight time frames an excellent communicator, able to present recommendations and investment decisions persuasively competent in financial modelling, investment research, analysis and evaluation ideally possessing industry experience in Mid/Small Cap Industrials For a confidential discussion please email james@fulsearch.com or call direct on 0420562280. efinancialcareers AU - 2 days ago - Save Job - Original Job View or apply to job Other Jobs You May Like Senior Research Analyst MCS Consulting - Sydney NSW 9 hours ago Senior Research Analyst | Quantitative and Qu... CCInternational Recruitment - Sydney NSW 30+ days ago Easily apply to this job Senior Research Analyst jobs in Sydney NSW Jobs at Fulsearch in Sydney NSW",https://au.indeed.com/viewjob?jk=6b00299f69f93713&from=tp-serp&tk=1c3d50p1580onaqj
665,Technical Business Analyst,Ogilvy,Sydney NSW,Nothing Found,"Sydney, Australia • Full-time Company Description Are you looking to become a part of the world’s great names in advertising and marketing? Ogilvy is an agency with history, with personality, with passion and with opportunities for people that will be doing famous work on famous brands. Job Description As a Business Analyst, you’re responsible for setting up and leading the requirements process within a project. This includes requirement workshops, writing recommendations, and collecting documentation throughout the project. You’ll be working closely with our largest client, our project management office and our technical development and user experience teams. Along with many of the client’s suppliers and partners. You will serve as the primary Business Analyst to our largest and most progressive client helping them make key business decisions and remain their day-to-day contact throughout the full lifecycle of projects. In this role you will be expected to work across multiple concurrent projects out of the clients office. Identify product requirements based on business and user requirements. Define project scope, and outline functional and non-functional requirements. Trace requirements from identification through to implementation, and challenge client requirements when necessary. Create and manage the product backlog, and work with clients to define appropriate releases. Clearly articulate a product’s features, functionality and behaviour. Analyse and map business processes, and design ways to improve them. Analyse cost versus benefit and assist in development of business cases. Develop benefit review plans to map project objectives to benefits, and identify measures for project success. Lead UAT be responsible for ensuring the products are fit for purpose before release to the public. Strong presentation and interpersonal skills. Ability to simplify complex ideas, and communicate in a clear and concise way. Ability to get answers and find ways around blockers. You’ll be able to do whatever it takes to get the right solution built. Flexibility in your approach. There are tons of techniques in the business analysis toolkit, and you should know when to use the right technique. Be a fast learner, as you’ll need to quickly pick up new tools, technology and processes. Qualifications Bachelor’s Degree in Business or IT 3+ years of experience working as a Functional, Data or Business Analyst 3+ years of customer interfacing experience – project oversight, customer presentation. Experience with SQL Server 2005/2008 knowledge – T-SQL, Tables, Views would be highly regarded Excellent communication skills (written and verbal) 5+ years working in a business analyst/consulting role 3+ years’ experience with e-commerce solutions A solid understanding of the methodologies surrounding the SDLC A working knowledge understanding of web-based and middleware technologies (.Net, J2EE, XML, Webmethods) Proficient in use of Visio, Word, PowerPoint and Excel. Additional Information Ogilvy Australia fosters a strong culture within the agency, and expects all staff to replicate the Ogilvy values of Courage, Collaboration, Playfulness, Curiosity and Excellence. If this sounds like you, come and join us at an agency filled with great people, great brands, great benefits – and good times. Ogilvy Australia - 19 days ago - save job - original job View or apply to job Other jobs you may like Technical Business Analyst - Financial Crimes... Infopeople - Sydney NSW 3 hours ago Technical Business Analyst - ITSM AustCorp Executive - Sydney NSW 22 hours ago Technical Business Analyst TL Consulting Group NSW Pty Ltd - Sydney NSW 1 day ago Technical Business Analyst | 12mth Contract |... EDT Global Pty Ltd - Sydney NSW 7 hours ago Technical Business Analyst Tester nbn™ - Sydney NSW 12 hours ago Technical Business Analyst jobs in Sydney NSW Jobs at Ogilvy in Sydney NSW",https://au.indeed.com/viewjob?jk=5de2e9272d4545b7&from=tp-serp&tk=1c3d50p1580onaqj
666,Business Intelligence Analyst / Data Scientist (Full Time) - Australia,Cisco,St Leonards NSW,Nothing Found,"Graduate Business Intelligence Analyst / Data Scientist Cisco is looking for a graduate to join our world leading Data Science team in Sydney. This award winning team is responsible for the end-to-end delivery of global services to our 100,000+ workforce. If you are interested in working on leading edge projects, in an amazing working environment, collaborating with the worlds brightest minds, then we would love you to join our team. What You’ll Do This role is for a Business Intelligence Analyst, and will focus on the generation of business insights using machine learning and data science techniques to gather, analyse, and report on data from our fleet of over 200,000 devices. As a new graduate, you will provide business insights to our global IT team with these responsibilities: Provide insights into operational health by developing business intelligence reports sourcing from different systems (e.g. SCCM, SAP Business Objects and other SQL database servers). Contribute to key business decisions by providing data-driven insights derived from complex data investigations, data mining and statistical modelling. Undertake complex data investigations by extracting, cleansing, combining, manipulating and analysing large datasets from multiple sources. Assist in producing business value cases. Qualifications Qualifications related to data analytics, data science, behavioural economics, IT, computer science or mathematics are desired. You will be a tenacious problem-solver with a strong attention to detail and revel in translating raw data into meaningful insights. You will have outstanding communication and presentation skills with a good balance of business and technical skills. You will also pride yourself in being accountable for producing accurate and reliable numbers. The additional skills are desired and advantageous: Intermediate SQL querying skills. Advanced Microsoft Excel skills, experience using Power Pivot / Power Query advantageous. Data visualization and presentation using Tableau. Experience using SAP Business Objects advantageous but not essential. You must hold Australian Permanent Residency or Australian or New Zealand Citizenship. About Cisco The Internet of Everything is a phenomenon driving new opportunities for Cisco and it's transforming our customers' businesses worldwide. We are pioneers and have been since the early days of connectivity. Today, we are building teams that are expanding our technology solutions in the mobile, cloud, security, IT, and big data spaces, including software and consulting services. As Cisco delivers the network that powers the Internet, we are connecting the unconnected. Imagine creating unprecedented disruption. Collaborate with like-minded innovators in a fun and flexible culture that has earned Cisco global recognition as a Great Place To Work. With roughly 10 billion connected things in the world now and over 50 billion estimated in the future, your career has exponential possibilities at Cisco. Cisco Systems - 26 days ago - save job - original job View or apply to job Other jobs you may like Data Scientist- Consumer Home Products and Me... Telstra - Sydney Central Business District NSW 1 hour ago MID/SNR DATA SCIENTIST Opus Recruitment Solutions - Sydney NSW 1 day ago Media Data Scientist Telstra - Sydney NSW 20 hours ago Data Scientist Robert Walters - Sydney Central Business District NSW 7 days ago Behavioural Insights Specialist Bluefin Resources - Sydney NSW 26 days ago Business Intelligence Analyst jobs in St Leonards NSW Jobs at Cisco in St Leonards NSW",https://au.indeed.com/viewjob?jk=f0fad84ffb5dbc9c&from=tp-serp&tk=1c3d50p1580onaqj
667,IT Support Analyst,Intuit,Sydney NSW,Nothing Found,"Come join the Workforce Technology team here at Intuit where our mission is to remove barriers for our employees and connect them to Intuit’s bigger mission so they can do great things for our customers. In this role, you will be a part of the Workforce Care team at our Mountain View Headquarters . We operate by caring and creating experiences that reflect the Intuit brand and values, practicing what we preach and simplifying the business of life for our employees, delighting our employees so they can be inspired to pass on the delight to our customers, and we are constantly working to improve our services and products. If you enjoy working face to face with customers in a fast paced high tech environment then this is the place for you! The role of Desktop Support Analyst is to help internal employees with all facets of the corporate computing environment. The Analyst must combine an understanding of Macintosh & Windows with firsthand experience. In addition, the Analyst will be looked upon as a technical resource to compliment the manager's expertise for the assigned scope of work. Excellent communication and interpersonal skills combined with technical skills are essential to providing a “white-glove” level of support to the employee community. Responsibilities Ability to analyze and troubleshoot software, hardware and connectivity issues and recommend and implement corrective solutions. Work on complex assignments that will include drawing in of specialized expertise whenever necessary, normally receiving no instructions on routine work or general instructions on new assignments. Provide technical assistance and training to system users as well as peers. Familiar with computer installs and imaging. Ability to understand & articulate root cause on customer issues; proactively provide advice to prevent future service incidents. Setup and maintain shared mailboxes/distribution lists in Exchange Distribute and patch software using Casper and LANDesk technologies. The ability to maintain and manage internal inventory and assets. Keep Knowledge Base and process documentation up-to-date. Manage the individual ticket queue. Proactively take on projects and initiatives with minimal to no supervision. Provide input on processes and Technology roadmaps. Act independently to determine methods and procedures on new assignments. Qualifications 3+ years of Service Desk or Desktop Support experience for both PC and Mac required. Minimum of an Associate's Degree in a computer technology or equivalent from two-year College or technical school. Preferred certifications: ACMT Excellent verbal and written communication skills, superior customer handling skills and the capacity to work with minimum supervision. Strong interpersonal/communication skills with the ability to communicate with technical and non-technical users effectively. High degree of engagement and desire to partner with Manager at a strategic and tactical level Advanced knowledge (based on both training and on-the-job experience) of a wide range of computer systems software, applications (including MS Office suites), hardware, PC and OSX operating systems, and communications. Advanced knowledge of network computing in a Windows and OSX environment and working knowledge of networking fundamentals. Advanced knowledge with Exchange, Active Directory, Software Distribution Systems, and related technologies. Strong preference for candidate with Executive support experience in a medium to large corporate enterprise environment Outstanding ability in problem solving, diagnosis and troubleshooting skills. The ability to remain calm and work under pressure and multi task in a fast paced environment is a must. Ability to work independently and within a team environment; taking and following directions and completing tasks and assignments in a timely manner and with a positive attitude. Familiarity with encryption and security tools and triaging within this environment. 25 days ago - save job - original job Apply Now Other jobs you may like IT Support Technician Recruit Shop - Sydney NSW 1 day ago Support Technician / IT Support / Technical E... FocusedOn I.T Pty Ltd - Sydney NSW 4 hours ago Easily apply to this job IT Service Desk Team Leader MSP - Sydney NSW 30+ days ago Easily apply to this job IT Support Engineer Illuminate - Sydney NSW 4 days ago IT Support Analyst Job MSD - Sydney NSW 13 hours ago IT Support Analyst jobs in Sydney NSW Jobs at Intuit in Sydney NSW",https://au.indeed.com/viewjob?jk=07184333efe34555&from=tp-serp&tk=1c3d50p1580onaqj
668,"2018 Internship Program: Individual Personal Insurance Rotation, Sydney",AIG,Sydney NSW,Nothing Found,"Functional Area: TH - Other Estimated Travel Percentage (%): Relocation Provided: AIG Australia Limited Program Description Our 10 week internship program is designed to provide students with an insight into our industry through hands-on experience. As an Intern, you will work closely with mentors and colleagues, as you are challenged with meaningful, business-critical projects. In addition to your day-to-day responsibilities, you will also be exposed to other business areas within AIG to gain a broader knowledge of what we do. Performance management is an integral part of the program and strong interns will be offered a full-time position in our global Early Career Analyst Program upon graduation in 2018/2019. Your Future Team Individual Personal Insurance is responsible for providing retail customers with services and product solutions focusing specifically on the following product lines: Home building and contents – Personal and Landlord Motor – Car and Motorcycle Pleasure craft and Yacht Caravan Your Role You will spend time and develop a working understanding of the key elements of our business. This will incorporate some to all of the following key disciplines on a rotational basis: Product and Underwriting Pricing & Portfolio Management Partner and Agency Management Risk Management Services Project Transformation Services Job Requirements To be successful in this role you must be able to work in a fast paced and demanding environment with demonstrated ability to juggle multiple competing tasks and demands. You will be energetic, flexible, comfortable with ambiguity and able to problem solve effectively. In addition, the ability to communicate and collaborate with all levels of management, and to build strong working relationships, internal and external to the organization, will also be key to your success. You will ideally be graduating by end of 2018 or mid of 2019 from ANY degree discipline. You should be available to commence your role over a consecutive 10 weeks or on a part-time basis before mid of 2018. Due to Australia immigration requirements, it is mandatory that you hold a legal right to work in Australia at time of application. PREFERRED AIG seeks candidates who have excelled in previous work experience, demonstrated outstanding academic and extracurricular achievement, possess strong analytical, quantitative and interpersonal skills. The ideal candidates will be bold thinkers with an entrepreneurial bent, and will possess a powerful blend of IQ (technical skills, consistent learning, statistical & financial acumen) and EQ (adaptive communication, empathy, listening skills, challenging with humility). We also look for a diverse background of experience, culture, and thought. Successful candidates typically have a global perspective and a team-oriented track-record. Proficiency with financial statements and a sound understanding of Information Technology would be advantageous. APPLICATION DEADLINE is 1 December 2017 and applications are reviewed on a rolling basis. We look forward to developing outstanding talent to grow with AIG. It has been and will continue to be the policy of American International Group, Inc., its subsidiaries and affiliates to be an Equal Opportunity Employer. We provide equal opportunity to all qualified individuals regardless of race, color, religion, age, gender, gender expression, national origin, veteran status, disability or any other legally protected categories. At AIG, we believe that diversity and inclusion are critical to our future and our mission – creating a foundation for a creative workplace that leads to innovation, growth, and profitability. Through a wide variety of programs and initiatives, we invest in each employee, seeking to ensure that our people are not only respected as individuals, but also truly valued for their unique perspectives 30+ days ago - save job - original job Apply Now Other jobs you may like HR and Recruitment Internship - Full Training... PGP Australia - Sydney NSW 1 day ago Easily apply to this job Intern with Step Change Step Change - Sydney NSW 1 day ago Media Internship (unpaid) Makeup Artist Next Door - Sydney NSW 3 days ago Easily apply to this job Internal HR Internship – Polyglot Group Sydne... Polyglot Group - Sydney NSW 5 days ago Start-up Internship (Business & Production ma... DisruptSports.com - Paddington NSW 5 days ago Easily apply to this job Internship Program jobs in Sydney NSW Jobs at AIG in Sydney NSW",https://au.indeed.com/viewjob?jk=f50fa4c32c38d86e&from=tp-serp&tk=1c3d50p1580onaqj
669,"2018 Early Career Analyst Program: Marine Underwriting, Sydney",AIG,Sydney NSW,Nothing Found,"Functional Area: UW - Underwriting Estimated Travel Percentage (%): Relocation Provided: AIG Australia Limited Early Career Analyst Program Description At AIG, we are constantly working to ensure that all employees have the training and skills they need to have a rewarding and successful career. Designed with that commitment at its core, our Early Career program provides a platform for participants to launch or accelerate their careers. Through a range of approaches including innovative experiential learning and technical training, performance assessments, formalized mentoring, and exposure to senior leaders, our Early Career program offers unparalleled development opportunities for our diverse early career talent. The program is designed to evolve with the rapid pace of technological advancements and changing employee preferences to ensure that today’s participants become leaders capable of conquering tomorrow’s challenges. Your Future Team AIG Marine is a leading global provider of cargo insurance. Cargo insurance encompasses the safe transport of material in all its forms, whether port to port, warehouse to warehouse or from raw material to delivered product, through to the programme management of massive infrastructure projects thousands of miles from home shores. As goods move across oceans, land or international borders, keeping them safe and secure becomes both increasingly important and increasingly difficult. As globalisation attracts trade with lesser developed countries, the risk of theft or damage to goods in transit continues to rise. In addition, customers today expect shorter manufacturing and distribution lead times, and business reputations and relationships are at risk if companies fail to deliver. Confidence in prompt, reliable delivery is a simple commercial necessity. Marine is therefore inherently a global business. At AIG, we combine local expertise and knowledge with the quality and responsiveness of our international network, to ensure the protection of our customers’ assets and their business reputation. Your Role You will be exposed to all aspects of our business and given an opportunity to actively participate in every such aspect. This includes (inter alia); Underwriting on new and renewal business Portfolio management Marketing and broker management Product development and enhancement Product Fulfilment Productivity/business process enhancement Job Requirements REQUIRED To be successful in this role you must be able to work in a fast paced and demanding environment with demonstrated ability to juggle multiple competing tasks and demands. You will be energetic, flexible, comfortable with ambiguity and able to problem solve effectively. In addition, the ability to communicate and collaborate with all levels of management, and to build strong working relationships, internal and external to the organization, will also be key to your success. You will ideally have graduated by January/July 2018 from ANY degree discipline to commence your role in February / July 2018. Due to Australia immigration requirements, it is mandatory that you hold a legal right to work in Australia at time of application. PREFERRED AIG seeks candidates who have excelled in previous work experience, demonstrated outstanding academic and extracurricular achievement, possess strong analytical, quantitative and interpersonal skills. The ideal candidates will be bold thinkers with an entrepreneurial bent, and will possess a powerful blend of IQ (technical skills, consistent learning, statistical & financial acumen) and EQ (adaptive communication, empathy, listening skills, challenging with humility). We also look for a diverse background of experience, culture, and thought. Successful candidates typically have a global perspective and a team-oriented track-record. Proficiency with financial statements and a sound understanding of Information Technology would be advantageous. APPLICATION DEADLINE is 1 December 2017 and applications are reviewed on a rolling basis. We look forward to developing outstanding talent to grow with AIG. It has been and will continue to be the policy of American International Group, Inc., its subsidiaries and affiliates to be an Equal Opportunity Employer. We provide equal opportunity to all qualified individuals regardless of race, color, religion, age, gender, gender expression, national origin, veteran status, disability or any other legally protected categories. At AIG, we believe that diversity and inclusion are critical to our future and our mission – creating a foundation for a creative workplace that leads to innovation, growth, and profitability. Through a wide variety of programs and initiatives, we invest in each employee, seeking to ensure that our people are not only respected as individuals, but also truly valued for their unique perspectives 30+ days ago - save job - original job View or apply to job Other jobs you may like Life Underwriting administrator Huxley - Sydney NSW 53 minutes ago Motor Fleet Underwriter Suncorp Group - Sydney NSW 3 hours ago Property Underwriter - North Sydney Kennedy Reid - Sydney NSW 1 day ago Underwriter - Contract OR Perm Attribute Consulting - Sydney NSW 5 days ago CTP Underwriting Support Officer - Until June... Suncorp Group - Sydney NSW 1 day ago Early Career Analyst Program jobs in Sydney NSW Jobs at AIG in Sydney NSW",https://au.indeed.com/viewjob?jk=c47d84a12b99b68c&from=tp-serp&tk=1c3d50p1580onaqj
670,Business & Investor Relations Analyst,Estia Health,Sydney NSW,Nothing Found,"About Estia Health Estia Health is one of Australia’s largest aged care providers, caring for thousands of Australians across the country. We are proud that each of our 69 aged care homes uniquely represent the residents who choose us, the community that surrounds us and the people that we work with. Join us, as we strive to support, nurture and develop your career in the growing aged care industry. About the Role This newly created role, reporting to the Chief Financial Officer will support Estia's next phase of growth and reflects the importance of our relationships with the investment community. The Business & Investor Relations Analyst will be responsible for maintaining the corporate financial model, delivering the analytical support to guide long-range planning and strategic decision-making including modelling, analytics and due diligence in relation to acquisitions, divestments or business diversification options. The role will require the successful candidate to gain a detailed understanding of the industry dynamics and company operations to develop messaging for the investment community, ASX announcements, investor presentations and other reports. As well as conducting in depth peer analysis, deep-diving into analyst models, capital markets’ views and expectations of the sector and company. The successful candidate will be providing expert support to the CFO and CEO in the delivery of Estia’s investor relations programs including results briefings, roadshows, site visits and investor days. This is a fantastic opportunity to join the growing and dynamic company in a key business role. About you The successful candidate will have solid experience (3-5 years minimum) in the Australian market within corporate finance, investment banking, broking, fund management or strategy and ideally have had direct experience in Investor Relations. You offer demonstrated skills and experience in financial analysis and modelling, and possess a high level of attention to detail, with the accuracy of the information you handle essential to your success. You will enjoy embedding yourself in the business and collating information from a wide variety of sources, translating that into plain and effective language for a wide range of audiences. You are delivery focused and won’t be phased by tight deadlines and a dynamic, high pressure environment. Ideally you have healthcare experience, but if not, you are keen to build industry knowledge quickly from experienced, passionate professionals. You are a CPA or CA Professional with unlimited working rights in Australia. Applications If this opportunity excites you, apply today, please include a cover letter which addresses your suitability for the position and your current resume. Applications close on Monday 15 January 2018. 11 days ago - save job - original job View or apply to job Other jobs you may like Investor Relations Manager Boral Industries - Sydney NSW 20 days ago Head of Investor Relations Australian Securities Exchange (ASX) - Sydney NSW 30+ days ago Easily apply to this job Financial Analyst Aristocrat Technologies - North Ryde NSW 19 days ago Investor Relations Manager - Property Funds Hays - Sydney Central Business District NSW 30+ days ago Investor Relations Manager - Unlisted Funds Hays - Sydney Central Business District NSW 30+ days ago Business Investor Relation Analyst jobs in Sydney NSW Jobs at Estia Health in Sydney NSW",https://au.indeed.com/viewjob?jk=ff785a533ec65012&from=tp-serp&tk=1c3d50p1580onaqj
671,Senior Business Analyst,Intuit,Sydney NSW,Nothing Found,"Come join a fast paced Sales Business Intelligence team and help to change the way Sales leaders use and interpret big data. In this role you will help to better enable Intuit sales teams to move faster, make smarter informed decisions and proactively respond to opportunities with a laser focus on performance metrics. The Senior Business Analyst will build data solution systems, provide data through automation and business intelligence solutions that empower business units to gain faster insights into key sales performance metrics and will enable the access and use of information for coaching, decision making, forecasting and business performance indication. This role will partner across Intuit sales teams using agile methodologies to quickly deliver high value, high data integrity business intelligence solutions. Responsibilities: Demonstrate up-to-date expertise in handling data extractions from multiple data sources and capable of analyzing large volumes of data to address key business questions to enable growth Manage customer relationships and expectations by developing a communication process to keep others up-to-date on project results and timeline expectations Lead or participate in multiple projects by completing and updating project documentation; managing project scope; adjusting schedules when necessary; determining daily priorities; ensuring efficient and on-time delivery of project tasks and milestones; following proper escalation paths; and managing customer and supplier relationships Provide Analytical support for campaign measurement planning and post campaign analysis Provide decision makers and influencers with logical data-driven insights translating into hypotheses for lean testing, rapid prototyping and effective implementation Construction of critical business application tools to be used by managers and consultants to be tuned to the pulse of the business Partner with Marketing, Finance, Central Analytics and cross-functional teams to identify business results and opportunities in support of the local business while partnered with a global team Identify new technical requirements, and test/troubleshoot data capture to ensure reporting and analytics systems conform to data quality standards Qualifications Skills and Experience Around 5+ years of experience in analyzing product, customer and sales related data Strong background in quantitative data analysis as well as prediction and regression techniques. Experience performing A/B testing on very large, multi-dimension datasets Proficient in SQL and Qlikview Strong Proficiency in Microsoft Excel and standard analytic programs Strong business acumen and ability to manage conversations at multiple levels of the organization Ability to present data insights concisely to various stakeholders, especially business teams Entrepreneurial spirit and a passion for data, customer focused mindset, team player 30+ days ago - save job - original job View or apply to job Other jobs you may like Senior Business Analyst - Credit Risk Profusion PAC Pty Ltd - Sydney NSW 1 day ago Senior Business Analyst - Lending / Regulator... Profusion PAC Pty Ltd - Sydney NSW 1 day ago Senior Business Analyst - Financial Crime Profusion Group - Sydney NSW 1 day ago Senior Business Analyst - Business Banking -... Profusion PAC Pty Ltd - Sydney NSW 1 day ago Senior Business Analyst - Financial Crime Profusion PAC Pty Ltd - Sydney NSW 1 day ago Senior Business Analyst jobs in Sydney NSW Jobs at Intuit in Sydney NSW",https://au.indeed.com/viewjob?jk=86191c3016dc67f4&from=tp-serp&tk=1c3d50p1580onaqj
672,Project Analyst,Sydney Opera House Trust,Sydney NSW,"$92,799 a year","Project Analyst - 00005UVX ABOUT THE SYDNEY OPERA HOUSE The Sydney Opera House is an iconic Australian institution that embodies beauty, inspiration and the liberating power of art and ideas. Our vision is to be as bold and inspiring as the Opera House itself. Our mission is twofold: To treasure and renew the Opera House for future generations of artists, audiences and visitors; and To inspire, and strengthen the community, through everything we do. For more information about the Sydney Opera House please refer to our website. ABOUT THE ROLE The Project Analyst is a key member of the Finance team. The role works proactively to identify and lead financial projects including business transformation and financial modelling. The position works in close partnership with the Manager, Planning & Analysis, Business Analysts and the Finance team generally. The position leads projects that deliver process improvements to Finance and other business units. Further more detailed information about the role and its requirements can be obtained from the role description. WHAT WE ARE LOOKING FOR Tertiary qualified (Accounting/Finance) and membership of a recognised professional accounting body (preferably CPA/CA). Extensive experience in building and maintaining financial models in excel. Extensive experience in financial and data analysis, including sourcing and manipulating large volumes of data from multiple systems. Sound knowledge and experience in developing and implementing process improvements and change management plans. Proven ability to build and maintain strong professional relationships with a broad range of stakeholders. Sound interpersonal, negotiation, communication, influencing and networking skills to build and maintain business partnership relationships with customers and service providers. Strong analytical and problem solving skills with strong attention to detail. Excellent customer service focus and experience. Strong influencing skills, with an ability to be assertive, tactful, diplomatic and respectful. Strong verbal communication skills. Experience in the operation of large computerised financial systems, preferably SUN. Previous experience of contributing to change. Advanced skills in Microsoft Office product suite including Outlook, Excel, Word and PowerPoint. HOW TO APPLY Applicants are asked to include an up to date resume of no more than five pages which clearly details your relevant skills and experience and how they relate to the requirements and capabilities for the role. Applicants are also asked to address their suitability in a covering letter of no more than two pages addressing the following two targeted questions: Describe your role in business improvement project including identifying the need, scoping and implementing the solution. Describe your experience of financial modelling using Excel. Applicants MUST create a profile and submit their application electronically for this position at https://iworkfor.nsw.gov.au/. Only applicants who apply online will be considered for this position. Please contact the Jobs NSW Helpdesk on 1800 562 679 should you have any technical enquiries. A talent pool may be created from this recruitment action for ongoing or temporary roles of the same standard that may become available over the next twelve months. Sydney Opera House welcomes applications from Aboriginal and Torres Strait Islander people, people from diverse cultural backgrounds and people with disability. To be eligible to apply for this position, applicants must have existing Australian work rights. Applications will not be accepted from recruitment agencies. Any offer of employment will be subject to a satisfactory National Police Check and Pre-Employment Health Assessment . EMPLOYMENT CONDITIONS Job Status: Full Time, Temporary (12 months) Position No: SOH1182 Salary: Base salary of $92,799 plus 9.5% superannuation Applications Close: 10/01/2018 Enquiries: Jo Daffron, recruitment@sydneyoperahouse.com Location Sydney Region-Sydney City Work Type Full-time Number of Positions 1 Total Remuneration Package: Base salary of $92,799 plus 9.5% superannuation Contact Jo Daffron - recruitment@sydneyoperahouse.com Closing Date 10-Jan-2018 Job Category Business analysis Organisation Sydney Opera House Trust NSW Government - 21 days ago - save job - original job View or apply to job Other jobs you may like Resource Analyst - Tier 1 Banking Client - Bu... Infopeople - Sydney NSW 25 days ago Training Analyst - JDEGS Project Downer EDI - North Ryde NSW 20 days ago Project Analyst - Remote, Australia Guidewire Software, Inc. - Sydney NSW 30+ days ago Project Analyst Allens - Sydney NSW 18 days ago Project Analyst jobs in Sydney NSW Jobs at Sydney Opera House Trust in Sydney NSW",https://au.indeed.com/viewjob?jk=9993d6e2f8414763&from=tp-serp&tk=1c3d50p1580onaqj
